,pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
0,e7ca0515-d495-4e52-926a-67b7c7cda66e,46,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,False,0,83C,5,0,0,cardinal_only
1,5c8ab479-be88-450a-a104-bda7457e2890,45,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,True,1,83A,2,1,1,full_block
2,779f6081-4e79-4903-b2f5-093cf2320639,44,7,"[UUID('42fa2bc7-f93b-445d-b4e1-32be32959b0a'), UUID('779f6081-4e79-4903-b2f5-093cf2320639'), UUID('92a50dc9-00dd-47a1-96d3-0fb58a9d6994'), UUID('ab6d4923-5b29-4268-b2a5-8055adc17cb2'), UUID('588dd6c4-2f26-4772-bc07-98eeea8c3709'), UUID('8e878c6b-7c40-4e18-b717-bdfeb81ff8fd'), UUID('e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7')]",True,False,1,81B,5,0,0,cardinal_only
3,dc9c653b-1b69-48b8-9bb7-2bdde8c9e210,42,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,False,0,82A,5,0,0,cardinal_only
4,8689cbed-22f6-4b47-832d-80cb162305ee,41,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",True,False,1,83B,5,0,0,cardinal_only
5,ab6d4923-5b29-4268-b2a5-8055adc17cb2,35,7,"[UUID('42fa2bc7-f93b-445d-b4e1-32be32959b0a'), UUID('779f6081-4e79-4903-b2f5-093cf2320639'), UUID('92a50dc9-00dd-47a1-96d3-0fb58a9d6994'), UUID('ab6d4923-5b29-4268-b2a5-8055adc17cb2'), UUID('588dd6c4-2f26-4772-bc07-98eeea8c3709'), UUID('8e878c6b-7c40-4e18-b717-bdfeb81ff8fd'), UUID('e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7')]",False,True,1,80C,2,1,1,full_block
6,e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7,35,7,"[UUID('42fa2bc7-f93b-445d-b4e1-32be32959b0a'), UUID('779f6081-4e79-4903-b2f5-093cf2320639'), UUID('92a50dc9-00dd-47a1-96d3-0fb58a9d6994'), UUID('ab6d4923-5b29-4268-b2a5-8055adc17cb2'), UUID('588dd6c4-2f26-4772-bc07-98eeea8c3709'), UUID('8e878c6b-7c40-4e18-b717-bdfeb81ff8fd'), UUID('e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7')]",False,False,0,79C,5,0,0,cardinal_only
7,bb3e1128-9bb7-46e5-861a-093f091e8a8b,34,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,False,0,82B,5,0,0,cardinal_only
8,d040bc79-7d54-4de6-bb7b-25e978c23678,31,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,False,0,82C,5,0,0,cardinal_only
9,588dd6c4-2f26-4772-bc07-98eeea8c3709,30,7,"[UUID('42fa2bc7-f93b-445d-b4e1-32be32959b0a'), UUID('779f6081-4e79-4903-b2f5-093cf2320639'), UUID('92a50dc9-00dd-47a1-96d3-0fb58a9d6994'), UUID('ab6d4923-5b29-4268-b2a5-8055adc17cb2'), UUID('588dd6c4-2f26-4772-bc07-98eeea8c3709'), UUID('8e878c6b-7c40-4e18-b717-bdfeb81ff8fd'), UUID('e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7')]",False,True,1,79A,2,1,1,full_block
10,b83835cb-a35d-4235-bbf0-8d3870dad573,29,7,"[UUID('d040bc79-7d54-4de6-bb7b-25e978c23678'), UUID('5c8ab479-be88-450a-a104-bda7457e2890'), UUID('b83835cb-a35d-4235-bbf0-8d3870dad573'), UUID('8689cbed-22f6-4b47-832d-80cb162305ee'), UUID('e7ca0515-d495-4e52-926a-67b7c7cda66e'), UUID('dc9c653b-1b69-48b8-9bb7-2bdde8c9e210'), UUID('bb3e1128-9bb7-46e5-861a-093f091e8a8b')]",False,False,0,81A,5,0,0,cardinal_only
11,92a50dc9-00dd-47a1-96d3-0fb58a9d6994,29,7,"[UUID('42fa2bc7-f93b-445d-b4e1-32be32959b0a'), UUID('779f6081-4e79-4903-b2f5-093cf2320639'), UUID('92a50dc9-00dd-47a1-96d3-0fb58a9d6994'), UUID('ab6d4923-5b29-4268-b2a5-8055adc17cb2'), UUID('588dd6c4-2f26-4772-bc07-98eeea8c3709'), UUID('8e878c6b-7c40-4e18-b717-bdfeb81ff8fd'), UUID('e82a762c-1eb8-4969-9b7c-9cd83ecc8ce7')]",True,False,1,79B,5,0,0,cardinal_only
